OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION,OPPORTUNITY STATUS
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347708"",""NAGOYA-PAS-FY23-01"")",Building Indo Pacific Cyber Security Allied with eSports,DOS-JPN,U.S. Mission to Japan,70000,1,"Tokyo PAS
Grants management",,TokyoPASgrants@state.gov,,,04/28/2023,06/30/2023,04/26/2023 19:56:26,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347839"",""SFOP0009717"")",FY 2023 Notice of Funding Opportunity for NGO Programs Benefiting LGBTQI+ Refugees,DOS-PRM,Bureau of Population Refugees and Migration,,0,Jaime LeBlanc-Hadley,,LeBlanc-HadleyJF@state.gov,,,04/28/2023,05/30/2023,04/28/2023 11:40:28,Synopsis 3,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347836"",""EPA-OW-IO-23-01"")",Support to the National Tribal Water Council,EPA,Environmental Protection Agency,1610500,1,"Bob Rose
E-mail: tribalwater@epa.gov",,tribalwater@epa.gov,,,04/28/2023,07/31/2023,04/28/2023 10:08:28,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347840"",""RFA-EB-23-005"")",Research on Bioethical Issues Related to Bionic and Robotic Device Development and Translation (R21 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/28/2023,01/26/2024,04/28/2023 11:14:28,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347842"",""SFOP0009730"")",FY 2024 Survey of International Educational Exchange Activity in the United States,DOS-ECA,Bureau Of Educational and Cultural Affairs,,1,Hans Posey,,poseyhe@state.gov,,,04/28/2023,06/29/2023,04/28/2023 13:25:28,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347443"",""ED-GRANTS-042823-001"")","Office of Elementary and Secondary Education (OESE): Effective Educator Development Programs: American History and Civics Education: Presidential and Congressional Academies for American History and Civics  Program, Assistance Listing Number (ALN) 84.422A",ED,Department of Education,2975000,5,"Julius C Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
julius.cotton@ed.gov
Program Manager:
Orman Feres, 
U.S. Department of Education, 
400 Maryland Avenue, SW, 
Washington, DC 20202-5960.  
Telephone:  (202) 453-6921.  
Email:  Orman.Feres@ed.gov.",,Orman.Feres@ed.gov,,,04/28/2023,07/12/2023,04/28/2023 14:36:28,Synopsis 6,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347453"",""ED-GRANTS-042823-002"")","Office of Elementary and Secondary Education (OESE): Effective Educator Development Programs: American History and Civics Education National Activities (AHC-NA) Program, Assistance Listing Number 84.422B",ED,Department of Education,18975000,30,"Julius C Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
julius.cotton@ed.gov
Program Manager:
Orman Feres, 
U.S. Department of Education, 
400 Maryland Avenue, SW, 
Washington, DC 20202-5960.  
Telephone:  202-453-6921.  
Email:  Orman.Feres@ed.gov.",,Orman.Feres@ed.gov,,,04/28/2023,07/12/2023,04/28/2023 14:37:28,Synopsis 6,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=344816"",""CDC-RFA-PS23-2306"")",Community-Based Approaches to Reducing Sexually Transmitted Diseases (CARS),HHS-CDC-NCHHSTP,Centers for Disease Control - NCHHSTP,3900000,4,"Norman A. Hayes
NHayes3@cdc.gov",,NHayes3@cdc.gov,,,04/28/2023,06/27/2023,04/28/2023 15:27:28,Synopsis 1,Posted,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=344792"",""HHS-2023-ACF-OCS-EE-0056"")",Community Economic Development Planning Grants,HHS-ACF-OCS,Administration for Children and Families - OCS,1500000,10,"Chanel Jackson
Chanel.Jackson@acf.hhs.gov",,Chanel.Jackson@acf.hhs.gov,,,04/28/2023,07/12/2023,04/28/2023 16:22:28,Synopsis 1,Posted,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347847"",""W911KB-23-2-0005"")","Pohakuloa Training Area (PTA) LRAM Support Range Division Hawaii, Integrated Training Area Management (ITAM)",DOD-COE-AK,Alaska District,,1,"Casandra  Hutchins
Grants Specialist
Phone 907-356-6709",,casandra.a.hutchins@usace.army.mil,,,04/28/2023,05/30/2023,04/28/2023 18:26:28,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347844"",""PAR-23-192"")",Biological Testing Facility (X01 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/28/2023,05/02/2025,04/28/2023 15:20:28,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347845"",""TI-23-022"")","Preventing Youth Overdose: Treatment, Recovery, Education, Awareness and Training",HHS-SAMHS-SAMHSA,Substance Abuse and Mental Health Services Adminis,1900000,4,"Office of Financial Resources, Division of Grants Management
Substance Abuse and Mental Health Services Administration 
(240) 276-1400",,FOACSAT@samhsa.hhs.gov,,,04/28/2023,06/27/2023,04/28/2023 16:08:28,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347848"",""W911KB-23-2-0006"")","Schofield Barracks Vegetation Management and ITAM Support Range Division Hawaii, Integrated Training Area Management (ITAM)",DOD-COE-AK,Alaska District,,1,"Casandra  Hutchins
Grants Specialist
Phone 907-356-6709",,casandra.a.hutchins@usace.army.mil,,,04/28/2023,05/31/2023,04/28/2023 18:55:28,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347850"",""W911KB-23-2-0007"")","Schofield Barracks Range Support Range Division Hawaii, Integrated Training Area Management (ITAM)",DOD-COE-AK,Alaska District,,1,"Casandra  Hutchins
Grants Specialist
Phone 907-356-6709",,casandra.a.hutchins@usace.army.mil,,,04/28/2023,05/29/2023,04/28/2023 19:23:28,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347849"",""SCAKAB-23-GR-005-SCA-04282023"")",Education Resources and Student Engagement,DOS-AFG,U.S. Mission to Afghanistan,500000,1,"U.S. Mission to Afghanistan
Public Diplomacy Section
Grants Team",,KabulPDSProposals@state.gov,,,04/28/2023,06/01/2023,04/28/2023 20:00:28,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347851"",""SCAKAB-23-CA-004-SCA-04282023"")",Leadership and English Teaching Program,DOS-AFG,U.S. Mission to Afghanistan,1000000,1,"U.S. Mission to Afghanistan
Public Diplomacy Section
Grants Team",,kabulpdsproposals@state.gov,,,04/28/2023,06/15/2023,04/28/2023 20:29:28,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347779"",""72044023RFA00003"")",USAID Climate Resilient Agriculture in the Mekong Delta,USAID-VIE,USAID-VIETNAM,,01,"Huyen T Dang
Grantor
Phone 00842439352240",,hdang@usaid.gov,,,04/27/2023,,04/27/2023 04:30:27,Synopsis 2,Posted,,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347782"",""DOTBAB01062023"")",Regional Infrastructure Accelerator Program,DOT-DOT X-50,69A345 Office of the Under Secretary for Policy,,10,"Carl N Ringgold
Grantor",2029133748,carl.ringgold@dot.gov,04/27/2023,05/30/2023,04/27/2023,,04/27/2023 08:07:27,Forecast 1,Forecasted,,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347781"",""NNH23ZDA001N-LWS"")",ROSES 2023: B.5 Living with a Star Science,NASA-HQ,NASA Headquarters,,,"John McCormack 
Heliophysics Division
Science Mission Directorate
National Aeronautics and Space Administration
Washington, DC 20546-0001
       Telephone: (202) 422-2796
       Email: john.p.mccormack@nasa.gov",,john.p.mccormack@nasa.gov,,,04/27/2023,08/15/2023,04/27/2023 07:51:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347787"",""DE-FOA-0002888"")",Small Innovative Projects in Solar: Concentrating Solar Power and Photovoltaic (SIPS: CSP & PV) - Annual,DOE-GFO,Golden Field Office,6500000,24,https://eere-exchange.energy.gov/,,https://eere-exchange.energy.gov/,,,04/27/2023,06/01/2023,04/27/2023 09:43:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347780"",""O-OJJDP-2023-171752"")",OJJDP FY 2023 Invited to Apply - Strategies to Support Children Exposed to Violence Training and Technical Assistance,USDOJ-OJP-OJJDP,Office of Juvenile Justice Delinquency Prevention ,1000000,1,"For assistance with the requirements of this solicitation, contact Leonora Fleming, Program Manager, at 202-598-0051 , or leonora.fleming@usdoj.gov. 
leonora.fleming@usdoj.gov",,leonora.fleming@usdoj.gov,,,04/27/2023,05/10/2023,04/27/2023 06:51:27,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347786"",""USDA-FNS-WIC-ENROLLMENT-2023"")",FY23 WIC Enrollment via State-Level Referral Data Matching with SNAP and Medicaid,USDA-FNS1,Food and Nutrition Service,20000000,1,"Patrice Williams
Grant Officer",,patrice.williams@usda.gov,,,04/27/2023,06/28/2023,04/27/2023 10:01:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347790"",""HT9425-23-PRP-SIA"")","DOD, Parkinson's Synergistic Idea Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,6000000,2,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,08/17/2023,04/27/2023 10:10:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347791"",""HT9425-23-PRP-IIRA"")","DOD, Parkinson's Investigator-Initiated Research Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,6000000,4,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,08/17/2023,04/27/2023 10:18:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347789"",""F23AS00339"")",F23AS00339 - White-nose Syndrome Research and Conservation Grants - 2023,DOI-FWS,Fish and Wildlife Service,1500000,,"Kyle Welsh
Kyle_Welsh@fws.gov",,Kyle_Welsh@fws.gov,,,04/27/2023,06/30/2023,04/27/2023 10:06:27,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347792"",""HT9425-23-PRP-EIRA"")","DOD, Parkinson's Early Investigator Research Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,2500000,5,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,08/17/2023,04/27/2023 10:23:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347793"",""O-BJA-2023-171753"")",BJA FY 23 Invited to Apply - Administrative Funding Adjustments to BJA Previously Funded Awards 4,USDOJ-OJP-BJA,Bureau of Justice Assistance,248340,1,"For assistance with the requirements of this solicitation, contact Lauren Troy, State Policy Advisor, at 202-616-3663 or lauren.troy@usdoj.gov. 
lauren.troy@usdoj.gov",,lauren.troy@usdoj.gov,,,04/27/2023,05/04/2023,04/27/2023 10:30:27,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347794"",""HT9425-23-OPORP-CTA"")","DOD, Orthotics and Prosthetics Outcomes Clinical Trial Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,8800000,4,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,07/12/2023,04/27/2023 10:45:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347795"",""HT9425-23-OPORP-CRA"")","DOD, Orthotics and Prosthetics Outcomes Clinical Research Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,4800000,4,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,07/12/2023,04/27/2023 10:50:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347796"",""O-OJJDP-2023-171751"")",OJJDP FY 2023 Invited to Apply - Victims of Child Abuse Act Tribal Children's Advocacy Centers Training and Technical Assistance,USDOJ-OJP-OJJDP,Office of Juvenile Justice Delinquency Prevention ,800000,1,"For assistance with the requirements of this solicitation, contact Keisha Kersey, Grants Management Specialist, (202) 451-7183 or keisha.kersey@usdoj.gov.
keisha.kersey@usdoj.gov",,keisha.kersey@usdoj.gov,,,04/27/2023,05/03/2023,04/27/2023 10:54:27,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347797"",""RFA-NS-23-028"")",HEAL Initiative: Interdisciplinary Team Science to Uncover the Mechanisms of Pain Relief by Medical Devices (RM1 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/27/2023,06/09/2025,04/27/2023 11:16:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347799"",""HRSA-24-066"")",Service Area Competition,HHS-HRSA,Health Resources and Services Administration,398836250,84,"Department of Health and Human Services, Health Resources and Services Administration
BPHCSAC@hrsa.gov",,BPHCSAC@hrsa.gov,,,04/27/2023,06/26/2023,04/27/2023 11:49:27,Synopsis 1,Posted,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347802"",""RFA-CA-23-038"")",Integrating Health Disparities into Immuno-Oncology (HDIO) (P20 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/27/2023,06/30/2023,04/27/2023 13:44:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347803"",""RFA-AG-24-016"")",Nursing Home EXplanatory Clinical Trials Network (NEXT) (U24 Clinical Trial Required),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/27/2023,09/26/2023,04/27/2023 13:51:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347800"",""DE-FOA-0002820"")",2023 Department of Energy Office of Environmental Management (DOE-EM) Minority Serving Institutions Partnership Program (MSIPP),DOE-EMCBC,Environmental Management Consolidated Business Cen,24500000,,"Nicholas Voiles
Contracting Officer",,nicholas.voiles@emcbc.doe.gov,,,04/27/2023,05/30/2023,04/27/2023 14:07:27,Synopsis 2,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347809"",""FR-6600-N-86"")",Lead Risk Assessment Demonstration (LRAD),HUD,Department of Housing and Urban Development,50000000,50,"Bruce P. Haber
bruce.p.haber@hud.gov",,bruce.p.haber@hud.gov,,,04/27/2023,06/20/2023,04/27/2023 14:37:27,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347808"",""FR-6600-N-31"")",Lead Hazard Reduction Capacity Building Grant Program,HUD,Department of Housing and Urban Development,50000000,20,"Victoria L Jackson
victoria.l.jackson@hud.gov",,victoria.l.jackson@hud.gov,,,04/27/2023,06/27/2023,04/27/2023 14:21:27,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347785"",""O-OVC-2023-171750"")",OVC FY 2023 Targeted Training and Technical Assistance for VOCA Victim Assistance and Compensation Administrators,USDOJ-OJP-OVC,Office for Victims of Crime,6000000,1,"For assistance with the requirements of this solicitation, contact the OJP Response Center at 800-851-3420, 301-240-6310 (TTY for hearing-impaired callers only), or grants@ncjrs.gov. The OJP Response Center operates from 10:00 a.m. to 6:00 p.m. eastern time (ET) Monday-Friday, and 10:00 a.m. to 8:00 p.m. ET on the solicitation close date.
grants@ncjrs.gov",,grants@ncjrs.gov,,,04/27/2023,06/20/2023,04/27/2023 14:46:27,Synopsis 2,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347807"",""G23AS00355"")",Cooperative Agreement for CESU-affiliated Partner with Colorado Plateau Cooperative Ecosystem Studies Unit (CESU),DOI-USGS1,Geological Survey,,,"FAITH GRAVES
fgraves@usgs.gov",,fgraves@usgs.gov,,,04/27/2023,05/29/2023,04/27/2023 14:11:27,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347805"",""HHS-2023-ACL-AOA-ACIL-0061"")",ACL Innovation Lab,HHS-ACL,Administration for Community Living,4790000,1,Shannon Skowronski,202-795-7438,Shannon.skowronski@acl.hhs.gov,05/05/2023,07/05/2023,04/27/2023,,04/27/2023 13:55:27,Forecast 1,Forecasted,,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347498"",""HHS-2023-ACL-AOA-HDRC-0060"")","Strengthening Aging Services for Minority Populations Through Technical Assistance, Resource Development, and Program Coordination",HHS-ACL,Administration for Community Living,1150160,6,"Nicole Becerra
Nicole.Becerra@acl.hhs.gov",,Nicole.Becerra@acl.hhs.gov,,,04/27/2023,06/26/2023,04/27/2023 15:55:27,Synopsis 1,Posted,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347817"",""FY23-SNAP-LDP"")",FY23-SNAP-LDP,USDA-FNS1,Food and Nutrition Service,5000000,5,"Carla Garcia
Grant Officer
Phone 703-305-2760",,carla.garcia@fns.usda.gov,,,04/27/2023,06/26/2023,04/27/2023 16:19:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347812"",""FY23-SNAP-DATA"")",FY23-SNAP-DATA,USDA-FNS1,Food and Nutrition Service,6000000,8,"Carla Garcia
Grant Officer",,carla.garcia@fns.usda.gov,,,04/27/2023,06/27/2023,04/27/2023 15:29:27,Synopsis 2,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347818"",""O-BJA-2023-171755"")",BJA FY 23 Field Initiated: Encouraging Innovation,USDOJ-OJP-BJA,Bureau of Justice Assistance,,10,"For assistance with the requirements of this solicitation, contact the OJP Response Center at 800-851-3420, 301-240-6310 (TTY for hearing-impaired callers only), or grants@ncjrs.gov. The OJP Response Center operates from 10:00 a.m. to 6:00 p.m. eastern time (ET) Monday-Friday, and 10:00 a.m. to 8:00 p.m. ET on the solicitation close date.
grants@ncjrs.gov",,grants@ncjrs.gov,,,04/27/2023,06/08/2023,04/27/2023 16:16:27,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347821"",""HT9425-23-S-TBIPH2"")","DoD Traumatic Brain Injury and Psychological Health, Focused Program Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,23300000,3,"CDMRP Help Desk
Phone:  301-682-5507
Email:  help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,09/28/2023,04/27/2023 17:54:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347820"",""HT9425-23-S-TBIPH1"")","DoD Traumatic Brain Injury and Psychological Health, Clinical Trial Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,76000000,29,"CDMRP Help Desk
Phone:  301-682-5507
Email:  help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,09/28/2023,04/27/2023 17:41:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347825"",""HT9425-23-TBIPHRP-TRA"")","DoD Traumatic Brain Injury and Psychological Health, Translational Research Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,24800000,16,"CDMRP Help Desk
Phone:  301-682-5507
Email:  help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,07/06/2023,04/27/2023 18:29:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347822"",""HT9425-23-TBIPHRP-HSRA"")","DoD Traumatic Brain Injury and Psychological Health, Health Services Research Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,18600000,8,"CDMRP Help Desk
Phone:  301-682-5507
Email:  help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,07/06/2023,04/27/2023 18:08:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347824"",""HT9425-23-TBIPHRP-IIRA"")","DoD Traumatic Brain Injury and Psychological Health, Investigator-Initiated Research Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,10900000,14,"CDMRP Help Desk
Phone:  301-682-5507
Email:  help@eBRAP.org",,help@eBRAP.org,,,04/27/2023,07/06/2023,04/27/2023 18:20:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347823"",""INL23CA0025-EA-BIH-CRIMJUS-04272023"")",Criminal Justice Task Force Initiative,DOS-INL,Bureau of International Narcotics-Law Enforcement,700000,1,"Simonique Stallworth, Grantor",,stallworthsl@state.gov,,,04/27/2023,06/30/2023,04/27/2023 18:18:27,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347810"",""SFOP0009716"")",Targeted Messaging and Hotline Infrastructure to Apprehend al-Shabaab,DOS-SCT,Bureau of Counterterrorism ,,1,Mike McCabe; McCabeM@state.gov,,,,,04/27/2023,06/26/2023,04/27/2023 16:39:27,Synopsis 1,Posted,,,,,
